question_concept_id,question,answer_concept_id,answer
43528823,Are you currently prescribed medications and/or receiving treatment for dry eyes?,43530147,Are you currently prescribed medications and/or receiving treatment for dry eyes? - Yes
1740663,"Including yourself, who in your family has had bowel obstruction? Select all that apply.",1740719,"Including yourself, who in your family has had bowel obstruction? - Grandparent"
1740664,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? Select all that apply.",1740983,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? - Father"
1740664,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? Select all that apply.",1740751,"Including yourself, who in your family has had other bone, joint, or muscle condition(s)? - Grandparent"
1384569,About how old were you when you were first told you had reactions to anesthesia (such as hyperthermia)?,1385220,About how old were you when you were first told you had reactions to anesthesia (such as hyperthermia)? - Adult (18-64)
43528825,Are you currently prescribed medications and/or receiving treatment for glaucoma?,43530159,Are you currently prescribed medications and/or receiving treatment for glaucoma? - Yes
1384574,About how old were you when you were first told you had autism spectrum disorder?,1385247,About how old were you when you were first told you had autism spectrum disorder? - Child (0-11)
1740671,"Including yourself, who in your family has had concussion or loss of consciousness? Select all that apply.",1740693,"Including yourself, who in your family has had concussion or loss of consciousness? - Daughter"
43530370,Are you still seeing a doctor or health care provider for memory loss or impairment?,43530081,Are you still seeing a doctor or health care provider for memory loss or impairment? - Yes
43530371,Are you still seeing a doctor or health care provider for migraine headaches?,43529390,Are you still seeing a doctor or health care provider for migraine headaches? - No
43530372,Are you still seeing a doctor or health care provider for multiple sclerosis (MS)?,43530085,Are you still seeing a doctor or health care provider for multiple sclerosis (MS)? - Yes
1740679,"Including yourself, who in your family has had fractured/broken bones in the last five years? Select all that apply.",1740804,"Including yourself, who in your family has had fractured/broken bones in the last five years? - Grandparent"
43528844,Are you currently prescribed medications and/or receiving treatment for an eating disorder?,43530148,Are you currently prescribed medications and/or receiving treatment for an eating disorder? - Yes
43528851,Are you currently prescribed medications and/or receiving treatment for concussion or loss of consciousness?,43530140,Are you currently prescribed medications and/or receiving treatment for concussion or loss of consciousness? - Yes
43528857,Are you currently prescribed medications and/or receiving treatment for multiple sclerosis (MS)?,43530184,Are you currently prescribed medications and/or receiving treatment for multiple sclerosis (MS)? - Yes
43530398,"Are you still seeing a doctor or health care provider for spine, muscle, or bone disorders (non-cancer)?",43530239,"Are you still seeing a doctor or health care provider for spine, muscle, or bone disorders (non-cancer)? - Yes"
43528863,Are you currently prescribed medications and/or receiving treatment for restless leg syndrome?,43530207,Are you currently prescribed medications and/or receiving treatment for restless leg syndrome? - Yes
43528866,Are you currently prescribed medications and/or receiving treatment for acne?,43529418,Are you currently prescribed medications and/or receiving treatment for acne? - No
836771,"Including yourself, who in your family has had brain cancer? Select all that apply.",43528492,"Including yourself, who in your family has had brain cancer? - Self"
43528871,Are you currently prescribed medications and/or receiving treatment for vitamin B deficiency?,43530226,Are you currently prescribed medications and/or receiving treatment for vitamin B deficiency? - Yes
